Date,Open,High,Low,Close
2018-08-28 00:00:00-04:00,1.4600000381469727,1.4600000381469727,1.4600000381469727,1.4600000381469727
2018-08-29 00:00:00-04:00,1.4299999475479126,1.4600000381469727,1.4299999475479126,1.4600000381469727
2018-08-30 00:00:00-04:00,1.4600000381469727,1.4600000381469727,1.4600000381469727,1.4600000381469727
2018-08-31 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-09-04 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-09-05 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-09-06 00:00:00-04:00,1.409999966621399,1.409999966621399,1.409999966621399,1.409999966621399
2018-09-07 00:00:00-04:00,1.409999966621399,1.409999966621399,1.409999966621399,1.409999966621399
2018-09-10 00:00:00-04:00,1.409999966621399,1.409999966621399,1.409999966621399,1.409999966621399
2018-09-11 00:00:00-04:00,1.409999966621399,1.409999966621399,1.409999966621399,1.409999966621399
2018-09-12 00:00:00-04:00,1.3899999856948853,1.3899999856948853,1.3700000047683716,1.3700000047683716
2018-09-13 00:00:00-04:00,1.4500000476837158,1.4500000476837158,1.440000057220459,1.440000057220459
2018-09-14 00:00:00-04:00,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459
2018-09-17 00:00:00-04:00,1.4500000476837158,1.5,1.399999976158142,1.4900000095367432
2018-09-18 00:00:00-04:00,1.4900000095367432,1.4900000095367432,1.399999976158142,1.399999976158142
2018-09-19 00:00:00-04:00,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142
2018-09-20 00:00:00-04:00,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142
2018-09-21 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-09-24 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-09-25 00:00:00-04:00,1.3600000143051147,1.4299999475479126,1.3600000143051147,1.4299999475479126
2018-09-26 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-09-27 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-09-28 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-10-01 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-10-02 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-10-03 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-10-04 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-10-05 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-10-08 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-10-09 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-10-10 00:00:00-04:00,1.3600000143051147,1.3600000143051147,1.3600000143051147,1.3600000143051147
2018-10-11 00:00:00-04:00,1.3600000143051147,1.3600000143051147,1.3600000143051147,1.3600000143051147
2018-10-12 00:00:00-04:00,1.3600000143051147,1.3600000143051147,1.3600000143051147,1.3600000143051147
2018-10-15 00:00:00-04:00,1.3600000143051147,1.4299999475479126,1.3600000143051147,1.4299999475479126
2018-10-16 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-10-17 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-10-18 00:00:00-04:00,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126
2018-10-19 00:00:00-04:00,1.399999976158142,1.399999976158142,1.3700000047683716,1.3700000047683716
2018-10-22 00:00:00-04:00,1.3700000047683716,1.3700000047683716,1.3700000047683716,1.3700000047683716
2018-10-23 00:00:00-04:00,1.4600000381469727,1.4600000381469727,1.4600000381469727,1.4600000381469727
2018-10-24 00:00:00-04:00,1.4600000381469727,1.4600000381469727,1.4600000381469727,1.4600000381469727
2018-10-25 00:00:00-04:00,1.4600000381469727,1.4600000381469727,1.4600000381469727,1.4600000381469727
